id,text,category
8652,This is a sample text for document 8652,Category_G
8653,This is a sample text for document 8653,Category_B
8654,This is a sample text for document 8654,Category_D
8655,This is a sample text for document 8655,Category_D
8656,This is a sample text for document 8656,Category_C
8657,This is a sample text for document 8657,Category_B
8658,This is a sample text for document 8658,Category_D
8659,This is a sample text for document 8659,Category_G
8660,This is a sample text for document 8660,Category_C
8661,This is a sample text for document 8661,Category_F
8662,This is a sample text for document 8662,Category_F
8663,This is a sample text for document 8663,Category_E
8664,This is a sample text for document 8664,Category_G
8665,This is a sample text for document 8665,Category_A
8666,This is a sample text for document 8666,Category_A
8667,This is a sample text for document 8667,Category_G
8668,This is a sample text for document 8668,Category_G
8669,This is a sample text for document 8669,Category_E
8670,This is a sample text for document 8670,Category_E
8671,This is a sample text for document 8671,Category_A
8672,This is a sample text for document 8672,Category_C
8673,This is a sample text for document 8673,Category_C
8674,This is a sample text for document 8674,Category_F
8675,This is a sample text for document 8675,Category_A
8676,This is a sample text for document 8676,Category_G
8677,This is a sample text for document 8677,Category_A
8678,This is a sample text for document 8678,Category_E
8679,This is a sample text for document 8679,Category_E
8680,This is a sample text for document 8680,Category_B
8681,This is a sample text for document 8681,Category_E
8682,This is a sample text for document 8682,Category_A
8683,This is a sample text for document 8683,Category_C
8684,This is a sample text for document 8684,Category_C
8685,This is a sample text for document 8685,Category_E
8686,This is a sample text for document 8686,Category_B
8687,This is a sample text for document 8687,Category_D
8688,This is a sample text for document 8688,Category_F
8689,This is a sample text for document 8689,Category_E
8690,This is a sample text for document 8690,Category_F
8691,This is a sample text for document 8691,Category_F
8692,This is a sample text for document 8692,Category_G
8693,This is a sample text for document 8693,Category_C
8694,This is a sample text for document 8694,Category_F
8695,This is a sample text for document 8695,Category_G
8696,This is a sample text for document 8696,Category_E
8697,This is a sample text for document 8697,Category_G
8698,This is a sample text for document 8698,Category_G
8699,This is a sample text for document 8699,Category_F
8700,This is a sample text for document 8700,Category_C
8701,This is a sample text for document 8701,Category_C
8702,This is a sample text for document 8702,Category_F
8703,This is a sample text for document 8703,Category_A
8704,This is a sample text for document 8704,Category_B
8705,This is a sample text for document 8705,Category_D
8706,This is a sample text for document 8706,Category_B
8707,This is a sample text for document 8707,Category_G
8708,This is a sample text for document 8708,Category_D
8709,This is a sample text for document 8709,Category_D
8710,This is a sample text for document 8710,Category_C
8711,This is a sample text for document 8711,Category_C
8712,This is a sample text for document 8712,Category_B
8713,This is a sample text for document 8713,Category_D
8714,This is a sample text for document 8714,Category_F
8715,This is a sample text for document 8715,Category_E
8716,This is a sample text for document 8716,Category_E
8717,This is a sample text for document 8717,Category_E
8718,This is a sample text for document 8718,Category_C
8719,This is a sample text for document 8719,Category_E
8720,This is a sample text for document 8720,Category_F
8721,This is a sample text for document 8721,Category_E
8722,This is a sample text for document 8722,Category_C
8723,This is a sample text for document 8723,Category_F
8724,This is a sample text for document 8724,Category_G
8725,This is a sample text for document 8725,Category_G
8726,This is a sample text for document 8726,Category_C
8727,This is a sample text for document 8727,Category_C
8728,This is a sample text for document 8728,Category_G
8729,This is a sample text for document 8729,Category_G
8730,This is a sample text for document 8730,Category_D
8731,This is a sample text for document 8731,Category_C
8732,This is a sample text for document 8732,Category_F
8733,This is a sample text for document 8733,Category_E
8734,This is a sample text for document 8734,Category_D
8735,This is a sample text for document 8735,Category_A
8736,This is a sample text for document 8736,Category_A
8737,This is a sample text for document 8737,Category_F
8738,This is a sample text for document 8738,Category_C
8739,This is a sample text for document 8739,Category_D
8740,This is a sample text for document 8740,Category_G
8741,This is a sample text for document 8741,Category_E
8742,This is a sample text for document 8742,Category_D
8743,This is a sample text for document 8743,Category_A
8744,This is a sample text for document 8744,Category_D
8745,This is a sample text for document 8745,Category_B
8746,This is a sample text for document 8746,Category_C
8747,This is a sample text for document 8747,Category_G
8748,This is a sample text for document 8748,Category_F
8749,This is a sample text for document 8749,Category_C
8750,This is a sample text for document 8750,Category_C
8751,This is a sample text for document 8751,Category_C
8752,This is a sample text for document 8752,Category_A
8753,This is a sample text for document 8753,Category_E
8754,This is a sample text for document 8754,Category_B
8755,This is a sample text for document 8755,Category_D
8756,This is a sample text for document 8756,Category_D
